customer_id,full_name,email,phone_number,city,signup_date
530022.0,Neysa Vaidya,,9897307932.0,Hyderabad,09-04-2025
526034.0,Kartik Bandi,sampathaayush@hotmail.com,8138841902.0,Bangalore,30-09-2023
952431.0,Kimaya Chakraborty,trisha25@dua-dar.com,8467655445.0,Chennai,28-03-2024
202459.0,Sana Taneja,baradriya@sunder.org,9794013443.0,Mumbai,29-09-2023
816635.0,Nishith Mahal,kimaya69@yahoo.com,8103771637.0,Ahmedabad,31-01-2025
261495.0,Pihu Tailor,farhan12@chandra.com,7864389575.0,Delhi,01-10-2023
254818.0,Kartik Sane,dhanushdalal@kaur.net,7930216039.0,Bangalore,01-09-2023
105156.0,Bhavin Kara,,9617343581.0,Chennai,04-04-2025
711835.0,Aniruddh Dewan,samihasandhu@dani.biz,7088695254.0,Bangalore,02-05-2024
724396.0,Sana Korpal,,8014201066.0,Pune,26-10-2024
764851.0,Damini Chana,,8523502527.0,Delhi,19-09-2023
838679.0,Riaan Anne,reyanshgaba@hotmail.com,7106230885.0,Bangalore,29-03-2025
642239.0,Armaan Anne,,8515215512.0,Hyderabad,08-01-2025
212002.0,Neelofar Vala,kanavhayre@gmail.com,7845284136.0,Kolkata,16-03-2025
830696.0,Dishani Bala,pranaywable@sinha-kumar.com,9131620554.0,Bangalore,22-05-2024
917136.0,Aaryahi Reddy,vanyabhatt@hotmail.com,9520294343.0,Hyderabad,29-10-2024
778801.0,Shanaya Borde,azad59@srinivas-kakar.com,8873182736.0,Mumbai,02-09-2023
831980.0,Yashvi Acharya,chiragchawla@yahoo.com,9158063990.0,Delhi,15-03-2024
314874.0,Drishya Rana,,9718451672.0,Hyderabad,12-10-2023
724726.0,Urvi Kala,,7593456097.0,Kolkata,12-10-2023
775597.0,Nitya Das,,9087553761.0,Ahmedabad,30-12-2024
732429.0,Divyansh Bhardwaj,,8157814264.0,Delhi,10-11-2023
638393.0,Armaan Barad,aurorashanaya@yahoo.com,7462458221.0,Chennai,02-07-2024
216585.0,Divyansh Kashyap,agrawalmanikya@rau-trivedi.com,9611375768.0,Ahmedabad,28-04-2023
379633.0,Faiyaz Sani,qmann@hotmail.com,9609095735.0,Pune,27-07-2024
821989.0,Kavya Dhaliwal,aliajayaraman@yahoo.com,9510520062.0,Delhi,28-09-2024
867473.0,Jivin Sibal,pbuch@dar.org,8263607515.0,Delhi,17-02-2024
744145.0,Prisha Jani,duttyuvaan@hotmail.com,8126259700.0,Chennai,05-07-2023
276828.0,Myra Sarna,,9186475299.0,Delhi,09-04-2025
494112.0,Krish Batta,aarav76@samra-hayre.net,7594832861.0,Delhi,08-11-2024
189524.0,Neysa Sodhi,faiyazbanerjee@gera-kaur.com,7116169424.0,Kolkata,14-05-2024
931885.0,Advika Mangat,chandermanikya@yahoo.com,7365406240.0,Pune,26-02-2024
137770.0,Jayesh Bhandari,ritvikloyal@yahoo.com,7209194799.0,Hyderabad,12-05-2023
110995.0,Mehul Balan,rajagopalankiara@hotmail.com,7202585038.0,Pune,27-03-2025
221004.0,Chirag Singh,,8746743518.0,Pune,08-12-2024
479759.0,Badal Anand,hchakrabarti@dar.biz,8914214969.0,Bangalore,28-09-2023
957068.0,Keya Devan,ladkavya@shere-sarma.com,9766995835.0,Hyderabad,21-12-2024
857557.0,Zeeshan Wable,gbobal@gmail.com,7383465188.0,Ahmedabad,26-03-2025
604055.0,Umang Arora,,7908961088.0,Pune,14-07-2023
433818.0,Yasmin Dora,aborra@dhawan.com,9248283582.0,Delhi,30-12-2023
213392.0,Raunak Kara,,7663598326.0,Bangalore,01-01-2024
808810.0,Alia Kapadia,qlall@yahoo.com,7491846863.0,Kolkata,16-03-2025
574615.0,Sahil Thaman,,7624319656.0,Kolkata,26-01-2024
487023.0,Zeeshan Arora,madhav88@bhatti.com,7369953694.0,Kolkata,29-03-2025
712633.0,Yuvraj  Rout,cheriangokul@iyer.com,8425123235.0,Ahmedabad,08-08-2024
830522.0,Yuvraj  Sinha,jayankhare@bobal.com,7347337316.0,Kolkata,24-05-2024
366216.0,Miraan Handa,dkapadia@yahoo.com,9328770515.0,Ahmedabad,27-09-2023
798920.0,Aaina Sengupta,ichoudhary@vyas.com,7941991905.0,Bangalore,18-10-2024
610165.0,Ojas Sodhi,,7636470185.0,Delhi,02-04-2025
951535.0,Trisha Bedi,dassjivin@mangat.com,8649469945.0,Delhi,05-05-2023
913410.0,Nirvi Chada,,9427904916.0,Chennai,19-01-2024
339825.0,Tara Ravi,renee43@manne-shan.com,8727115424.0,Kolkata,20-11-2023
266772.0,Devansh Hayer,sommohanlal@cheema.com,9200788592.0,Kolkata,27-03-2025
688927.0,Shayak Gandhi,suhanarajagopal@ramaswamy.com,8648736073.0,Kolkata,22-08-2024
678426.0,Nakul Dalal,rheabhargava@hotmail.com,8072751993.0,Delhi,20-05-2023
967425.0,Prerak Swamy,,8869213033.0,Hyderabad,21-08-2023
181718.0,Saksham Din,trisha93@gmail.com,7172912311.0,Kolkata,28-03-2025
918434.0,Lavanya Bhatnagar,,7772310524.0,Kolkata,29-03-2025
997966.0,Inaaya  Chaudhuri,fthakkar@yahoo.com,8799973435.0,Mumbai,28-05-2024
632668.0,Zoya Hayre,aseshadri@hotmail.com,9810415159.0,Ahmedabad,31-07-2024
276162.0,Jivika Keer,,9935255719.0,Bangalore,01-07-2023
127033.0,Myra Keer,jayaramanamani@gmail.com,9258804475.0,Bangalore,01-08-2023
967683.0,Kabir Lata,,9941838209.0,Ahmedabad,28-03-2025
774456.0,Nehmat Suri,siyabehl@hotmail.com,8950939032.0,Bangalore,15-07-2024
990834.0,Mohanlal Bora,,9484171322.0,Kolkata,12-12-2023
274918.0,Jivika Wadhwa,csagar@maharaj-saini.info,9200745639.0,Pune,05-09-2023
642260.0,Lagan Karpe,,8636306592.0,Chennai,02-04-2025
528764.0,Elakshi Hari,,8038513406.0,Kolkata,25-06-2024
737800.0,Rhea Krishna,kanne@yahoo.com,9574083650.0,Kolkata,14-02-2024
792740.0,Rhea Deol,dhanush88@gmail.com,8383211590.0,Hyderabad,17-03-2025
318191.0,Mehul Golla,,9363915228.0,Bangalore,19-02-2024
559470.0,Divit Chawla,sethalisha@sundaram.com,8919386647.0,Ahmedabad,18-03-2025
842529.0,Gatik Kapur,divitjayaraman@yahoo.com,9578373086.0,Kolkata,17-10-2023
816878.0,Anay Mani,mram@yahoo.com,9322796202.0,Ahmedabad,07-03-2025
524691.0,Keya Singh,,8673679421.0,Chennai,31-12-2024
